"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:62","37 m²","pelna wlasnosc","2 ","do remontu","2/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"meble","piwnica, oddzielna kuchnia",NA,"270 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-melgiewska-ID4gWZN","lublin",NA
"1:63","35,4 m²","spóldzielcze wl. z KW","1 ","do wykonczenia","parter/4","balkon","270 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble",NA,"wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/czuby-duza-kawalerka-35m2-parter-balkon-ID4he65","lublin","2022-06-15"
"1:64","33,92 m²","zapytaj","2 ","do wykonczenia","9/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-north-park-a73-ID4abJ7","lublin",NA
"1:65","35,1 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","4/4","zapytaj","240 zl","zapytaj","tak","miejskie","wtórny","prywatny","1970","blok","plastikowe","nie",NA,"domofon / wideofon","zmywarka, lodówka, piekarnik, kuchenka","piwnica, oddzielna kuchnia","wielka plyta","339 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-przy-ul-przyjazni-ID4hdOD","lublin",NA
"1:66","29,51 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","wtórny","biuro nieruchomosci ","1910","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","235 000 zl","https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-30m2-2-pokoje-parter-ID4haVm","lublin",NA
"1:67","33 m²","pelna wlasnosc","1 ","do zamieszkania","2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","cegla","312 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-al-raclawickie-ID46v2a","lublin",NA
"1:68","35,23 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","9/10","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/lwowska2-pokojeblisko-uniwersytet-medyczny-ID4dDz2","lublin",NA
"1:69","27 m²","pelna wlasnosc","1 ","do wykonczenia","1/8","balkon, ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","deweloper","2021","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-koralowe-27m2-ID4boJ6","lublin",NA
"1:70","29 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","meble","piwnica, oddzielna kuchnia",NA,"317 000 zl","https://www.otodom.pl/pl/oferta/lsm-mieszkanie-po-remoncie-ul-wajdeloty-ID4hdbY","lublin",NA
"1:71","35 m²","pelna wlasnosc","3 ","do zamieszkania","1/3","zapytaj","365 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1956",NA,"plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka","piwnica",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/idealne-3-pokojowe-mieszkanie-inwestycyjne-ID4hd8q","lublin",NA
"1:72","25 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok",NA,"nie","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",NA,"240 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-ul-okrzei-5-ID4hd5D","lublin",NA
"1:73","36,98 m²","pelna wlasnosc","2 ","do remontu","parter/10","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1971",NA,NA,"nie",NA,NA,"meble","piwnica","wielka plyta","329 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-parterze-tatary-ID4hd5a","lublin","2022-06-15"
"1:74","36,64 m²","zapytaj","2 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-jemioluszki-d56-ID4eN7H","lublin",NA
"1:75","35,1 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","3/4","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1969","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia","wielka plyta","359 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-po-generalnym-remoncie-ul-przyjazni-ID4hafX","lublin",NA
"1:76","37 m²","pelna wlasnosc","2 ","do zamieszkania","5/10","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","wielka plyta","334 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-w-swietnej-lokalizacji-ID4hcEP","lublin",NA
"1:77","32,38 m²","zapytaj","2 ","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"295 000 zl","https://www.otodom.pl/pl/oferta/czubyweglin1-2-pokojejuz-dostepne-ID4hcxO","lublin",NA
"1:78","32,38 m²","zapytaj","2 ","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"295 000 zl","https://www.otodom.pl/pl/oferta/czubyweglin1-2-pokojejuz-dostepne-ID4hcoD","lublin",NA
"1:79","35,06 m²","pelna wlasnosc","2 ","do wykonczenia","1/8","balkon","360 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, kuchenka, pralka",NA,"wielka plyta","349 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-centrum-ID4hcnw","lublin",NA
"1:80","36,3 m²","pelna wlasnosc","2 ","do zamieszkania","3/5","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak",NA,NA,"meble","piwnica","cegla","415 000 zl","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-weglinku-ID4hcmw","lublin",NA
"1:81","36,3 m²","pelna wlasnosc","2 ","zapytaj","3/5","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2021",NA,NA,"tak","telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka","piwnica","inne","415 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-weglinek-wykonczone-ID4hcdp","lublin","2022-06-14"
"1:82","34,55 m²","pelna wlasnosc","3 ","do zamieszkania","1/3","zapytaj","365 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, pom. uzytkowe","cegla","320 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-piekne-mieszkanie-ID4hbGM","lublin",NA
"1:83","27,02 m²","pelna wlasnosc","1 ","do wykonczenia","zapytaj","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,"piwnica",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokoj-aneks-kuchenny-nowe-bronowice-b1-ID4fjWY","lublin",NA
"1:84","27,4 m²","zapytaj","1 ","do zamieszkania","parter","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2024",NA,NA,"tak","telewizja kablowa, internet","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"315 100 zl","https://www.otodom.pl/pl/oferta/27-4-m2-mieszkanie-orkana-residence-b3-49-ID4eRFo","lublin",NA
"1:85","37,9 m²","pelna wlasnosc","2 ","do remontu","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1971","blok",NA,"nie",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","319 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-nad-wawozem-parter-ID4hbjF","lublin",NA
"1:86","36,62 m²","zapytaj","2 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"281 974 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-62-m-lublin-ID4fF4P","lublin",NA
"1:87","34,6 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,"269 880 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-mozliwoscia-zrobienia-2-pokoi-ID4eTLh","lublin",NA
"1:88","36,62 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,"281 974 zl","https://www.otodom.pl/pl/oferta/funkcjonalne-i-ustawne-mieszkanie-nowe-osiedle-ID4eTLj","lublin",NA
"1:89","30 m²","zapytaj","1 ","do zamieszkania","2/3","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","cegla","225 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-ID4cJmJ","lublin",NA
"1:90","31,93 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,NA,NA,"274 598 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-nowo-powstajacym-bloku-ID4cd9t","lublin",NA
"1:91","31,93 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"268 212 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-w-nowym-budownictwie-czuby-ID4ci1O","lublin",NA
"1:92","31,93 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla","275 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRZ","lublin",NA
"1:93","30,33 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla","255 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxS1","lublin",NA
"1:94","35,66 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla","285 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRf","lublin",NA
"1:95","30,52 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla","249 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxRe","lublin",NA
"1:96","36,52 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","balkon","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","299 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-centrum-dziesiata-ID4fxQy","lublin",NA
"1:97","32,38 m²","zapytaj","2 ","zapytaj","3/6","balkon","230 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"295 000 zl","https://www.otodom.pl/pl/oferta/ostanie-mieszkanie-32-mkw-kwarcowa-i-kw-2022-ID4eXVy","lublin",NA
"1:98","30,9 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak",NA,NA,NA,NA,NA,"259 560 zl","https://www.otodom.pl/pl/oferta/1-2-pokoje-w-nowym-budownictwie-czuby-brak-pcc-ID4eNNw","lublin",NA
"1:99","28,37 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,NA,"269 515 zl","https://www.otodom.pl/pl/oferta/nowe-osiedle-blisko-centrum-miasta-ID4evvk","lublin",NA
"1:100","36,3 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok",NA,"nie",NA,NA,"meble",NA,"cegla","392 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-okopowa-ID4fIXj","lublin",NA
"1:101","20 m²","zapytaj","1 ","do zamieszkania","parter/4","zapytaj","100 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,NA,"cegla","199 000 zl","https://www.otodom.pl/pl/oferta/lublin-centrum-ID4gVHq","lublin",NA
"1:102","37 m²","pelna wlasnosc","2 ","do zamieszkania","3/10","balkon","370 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1986","blok",NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,NA,"wielka plyta","340 000 zl","https://www.otodom.pl/pl/oferta/super-inwestycja-ID4gUgy","lublin",NA
"1:103","37 m²","zapytaj","2 ","do zamieszkania","parter/10","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,NA,NA,NA,NA,"370 000 zl","https://www.otodom.pl/pl/oferta/lublin-lsm-krasinskiego-ID4gVHp","lublin",NA
"1:104","37,5 m²","pelna wlasnosc","2 ","do zamieszkania","parter/7","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2019","blok",NA,"tak",NA,NA,"meble","piwnica, pom. uzytkowe",NA,"410 000 zl","https://www.otodom.pl/pl/oferta/wyremontowane-2-pokoje-w-nowym-bloku-slawin-ID4gdYf","lublin",NA
"1:105","31 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","balkon","250 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak",NA,NA,NA,NA,"pustak","261 950 zl","https://www.otodom.pl/pl/oferta/lublin-weglinek-ogrodek-ID4gb04","lublin",NA
"1:106","24,95 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","3/4","zapytaj","215 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok",NA,"nie",NA,NA,NA,NA,"wielka plyta","224 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przyjazni-do-wejscia-ID4fHX0","lublin",NA
"1:107","34,22 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","inne","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"266 916 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-nowym-budownictwie-brak-pcc-ID4fyPv","lublin",NA
"1:108","36,62 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"270 988 zl","https://www.otodom.pl/pl/oferta/inwestycja-w-najlepszej-cenie-ID4fyWs","lublin",NA
"1:109","36 m²","spóldzielcze wl. z KW","2 ","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1968","blok",NA,"tak",NA,"monitoring / ochrona",NA,"piwnica","cegla","289 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-do-wejscia-ID4gUCm","lublin",NA
"1:110","34,22 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"266 916 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-88-ID4f6qL","lublin",NA
"1:111","31 m²","pelna wlasnosc","2 ","do zamieszkania","3/10","zapytaj","287 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1980","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, pralka","piwnica","zelbet","368 000 zl","https://www.otodom.pl/pl/oferta/okazja-mieszkanie-blisko-uczelni-po-remoncie-ID4h8nJ","lublin",NA
"1:112","28,85 m²","pelna wlasnosc","1 ","do wykonczenia","6/7","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/apartamenty-sowinskiego-lublin-apartament-m63-ID4fFPz","lublin",NA
"1:113","31,5 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","parter/4","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1995","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia",NA,"315 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-31-5m2-czechow-blisko-um-ID4fEJJ","lublin",NA
"1:114","32,49 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","200 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1930","kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla","275 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-rozklad-komfort-2-pietro-ID4eZ5X","lublin",NA
"1:115","34,9 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","inne","pierwotny","biuro nieruchomosci ","2023","blok",NA,"nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"inne","296 650 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-ponikwodzie-ID4hax9","lublin",NA
"1:116","37,36 m²","pelna wlasnosc","2 ","zapytaj","3/10","balkon","240 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1969",NA,NA,"nie",NA,"domofon / wideofon","meble",NA,NA,"375 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-um-ID4has9","lublin",NA
"1:117","36 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","270 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,"domofon / wideofon","meble","oddzielna kuchnia",NA,"310 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-sprzedaz-2-pokoje-bronowice-inwestycja-ID4haks","lublin","2022-07-01"
"1:118","33,58 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","balkon","236 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2011","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica","pustak","355 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-nowym-bloku-na-dziesiatej-ID4gVxQ","lublin",NA
"1:119","32,4 m²","spóldzielcze wlasnosciowe","2 ","do remontu","5/10","zapytaj","287 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1973","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica","wielka plyta","275 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-lsm-idealne-pod-wynajem-ID4gdWw","lublin",NA
"1:120","38 m²","pelna wlasnosc","2 ","zapytaj","4/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","tak",NA,NA,NA,"piwnica","wielka plyta","375 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-blisko-um-ID4ha1d","lublin",NA
"1:121","33,53 m²","zapytaj","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2024","blok",NA,"tak",NA,NA,NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-prusa-twins-m27-ID4gZjr","lublin","2024-03-31"
"1:122","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","7/7","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/apartamenty-sowinskiego-lublin-apartament-m72-ID4fFPP","lublin",NA
"1:123","32,12 m²","pelna wlasnosc","2 ","zapytaj","parter/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla","266 596 zl","https://www.otodom.pl/pl/oferta/osiedle-daliowa-mieszkanie-2p-ak-ID4f2US","lublin",NA
"1:124","27 m²","spóldzielcze wl. z KW","1 ","do remontu","1/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok","plastikowe","tak",NA,NA,NA,"piwnica",NA,"245 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-ID4gWXO","lublin",NA
"1:125","36,6 m²","zapytaj","2 ","do remontu","1/3","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","pustak","325 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wieniawa-ID4gDjH","lublin",NA
"1:126","33 m²","pelna wlasnosc","1 ","do zamieszkania","10/10","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","wielka plyta","309 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-po-remoncie-winda-wrotkow-ID4h9Bj","lublin",NA
"1:127","35,68 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","300 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie","internet","domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka","piwnica","cegla","395 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bez-piecyka-do-wejscia-ID4h9Ak","lublin",NA
