"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:312","33,5 m²","pelna wlasnosc","2 ","do zamieszkania","6/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2017","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","oddzielna kuchnia",NA,"690 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-na-osiedlu-nowa-leborska-ID4hceE","gdansk",NA
"1:313","35 m²","zapytaj","2 ","zapytaj","5/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,NA,NA,"329 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-komunikacji-i-szkol-dla-obcokraj-ID4hcag","gdansk",NA
"1:314","31,66 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-31m2-balkon-bezposrednio-ID4gIRM","gdansk",NA
"1:315","29,21 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka",NA,NA,"399 900 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-gotowe-od-zaraz-ID4hc49","gdansk",NA
"1:316","35,37 m²","zapytaj","2 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"329 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-gdansk-lostowice-odbior-w-2022r-ID4hc19","gdansk",NA
"1:317","38 m²","pelna wlasnosc","3 ","do zamieszkania","2/11","balkon","430 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica","wielka plyta","519 000 zl","https://www.otodom.pl/pl/oferta/po-generalnym-remoncie-przymorze-ID4f76P","gdansk",NA
"1:318","30 m²","zapytaj","2 ","zapytaj","5/11","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie",NA,NA,NA,NA,"wielka plyta","469 000 zl","https://www.otodom.pl/pl/oferta/po-generalnym-remoncie-ID4dz3N","gdansk",NA
"1:319","36,87 m²","zapytaj","2 ","zapytaj","2/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2022","blok",NA,"nie",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/dynamika-dy-d-40-ID4c6kC","gdansk",NA
"1:320","33,72 m²","zapytaj","2 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"499 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-ID4fEmE","gdansk",NA
"1:321","30,41 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","3/10","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","tak","telewizja kablowa, internet",NA,"lodówka, piekarnik, kuchenka, pralka","piwnica",NA,"419 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-oliwa-pod-lasem-awf-bezposrednio-ID4hb4g","gdansk",NA
"1:322","17 m²","pelna wlasnosc","1 ","do zamieszkania","1/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,NA,"plastikowe","nie",NA,"domofon / wideofon","lodówka, meble, pralka","pom. uzytkowe","pustak","304 000 zl","https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-w-genialnej-lokalizacji-awf-ID4gXQm","gdansk",NA
"1:323","25,81 m²","pelna wlasnosc","1 ","zapytaj","1/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020",NA,NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"850 000 zl","https://www.otodom.pl/pl/oferta/kameralna-kawalerka-w-deo-plazie-w-gdansku-ID48xnu","gdansk","2022-06-09"
"1:324","35 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2021","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"silikat","379 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-w-stanie-deweloperskim-do-odbioru-ID4hbom","gdansk",NA
"1:325","33,6 m²","pelna wlasnosc","2 ","do wykonczenia","5/6","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,NA,NA,"445 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-po-generalnym-remoncie-ID4hbok","gdansk",NA
"1:326","35 m²","zapytaj","2 ","do zamieszkania","10/11","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak",NA,NA,NA,"piwnica","wielka plyta","480 000 zl","https://www.otodom.pl/pl/oferta/zaspa-dwa-pokoje-w-idealne-pod-inwestycje-ID4hbmO","gdansk",NA
"1:327","33,4 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","zapytaj","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","plastikowe","nie",NA,NA,"meble",NA,NA,"430 000 zl","https://www.otodom.pl/pl/oferta/morze-i-jezioro-w-zasiegu-krotkiego-spaceru-ID4gSFI","gdansk",NA
"1:328","35 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","270 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"piwnica, pom. uzytkowe","cegla","317 000 zl","https://www.otodom.pl/pl/oferta/promocja-blisko-obwodnicy-winda-komorka-ID4hblI","gdansk",NA
"1:329","34,6 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","ogródek","440 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2014","blok","plastikowe","tak",NA,NA,"meble",NA,"pustak","475 000 zl","https://www.otodom.pl/pl/oferta/gdansk-sloneczna-morena-kawalerka-ogrod-okazja-ID4gxhe","gdansk",NA
"1:330","28 m²","pelna wlasnosc","1 ","do zamieszkania","2/3","balkon","490 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1990","blok","drewniane","nie",NA,NA,NA,"pom. uzytkowe","pustak","359 000 zl","https://www.otodom.pl/pl/oferta/kawlerka-na-niedzwiedniku-ID4g1gd","gdansk","2022-03-28"
"1:331","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","nie","telewizja kablowa, internet",NA,"meble","piwnica","wielka plyta","425 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-kapitalnym-remoncie-gdansk-ID4eYYA","gdansk",NA
"1:332","28,24 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica",NA,"375 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-gdanska-ID4fZxN","gdansk",NA
"1:333","31 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","balkon, taras","350 zl","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"domofon / wideofon","zmywarka, meble, kuchenka",NA,"beton","399 999 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-z-ogrodkiem-6-km-od-starowki-bez-pcc-ID4hbfK","gdansk",NA
"1:334","37,71 m²","zapytaj","2 ","zapytaj","1","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"354 059 zl","https://www.otodom.pl/pl/oferta/wolne-miasto-mieszkanie-e-8-promocja-ID49D3s","gdansk",NA
"1:335","31 m²","pelna wlasnosc","2 ","do zamieszkania","6/6","zapytaj","600 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","system alarmowy, drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, telewizor",NA,NA,"775 000 zl","https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-motlawe-ID4gQ87","gdansk",NA
"1:336","24,7 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","250 zl","zapytaj","tak","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","399 000 zl","https://www.otodom.pl/pl/oferta/blisko-galerii-baltyckiej-kameralna-kamienica-ID4h2lN","gdansk",NA
"1:337","35,69 m²","pelna wlasnosc","2 ","zapytaj","parter/5","zapytaj","600 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2005","kamienica",NA,"tak",NA,NA,NA,NA,NA,"720 000 zl","https://www.otodom.pl/pl/oferta/dwupietrowe-mieszkanie-na-starym-miescie-ID4fCEt","gdansk","2022-03-31"
"1:338","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haO5","gdansk",NA
"1:339","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haO4","gdansk",NA
"1:340","27,89 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367 060 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-ID4haO1","gdansk",NA
"1:341","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haO0","gdansk",NA
"1:342","27,89 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367 060 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-ID4haO2","gdansk",NA
"1:343","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haO3","gdansk",NA
"1:344","27,89 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367 060 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-ID4haNY","gdansk",NA
"1:345","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haNZ","gdansk",NA
"1:346","27,89 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367 060 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-ID4haNV","gdansk",NA
"1:347","28,38 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 509 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-28m2-ID4haNX","gdansk",NA
"1:348","27,89 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"367 060 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-ID4haNW","gdansk",NA
"1:349","26,1 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","parter/4","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"390 000 zl","https://www.otodom.pl/pl/oferta/ladna-kawalerka-pod-lasem-blisko-obc-i-garnizonu-ID4gVoL","gdansk",NA
"1:350","32,26 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon, ogródek, taras","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"600 000 zl","https://www.otodom.pl/pl/oferta/inwestycja-aura-40-prestizowa-wizytowka-gdanska-ID4haGr","gdansk","2022-06-13"
"1:351","33 m²","pelna wlasnosc","1 ","do zamieszkania","3/11","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","1980","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia","beton","434 000 zl","https://www.otodom.pl/pl/oferta/gdansk-zabianka-ogloszenie-prywatne-ID4gVe8","gdansk",NA
"1:352","38 m²","pelna wlasnosc","2 ","do zamieszkania","9/10","balkon","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","lodówka, kuchenka","piwnica, oddzielna kuchnia","wielka plyta","449 000 zl","https://www.otodom.pl/pl/oferta/kup-i-zarabiaj-juz-dzis-2-pokoje-przymorze-ID4haEy","gdansk",NA
"1:353","31,76 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica",NA,"459 000 zl","https://www.otodom.pl/pl/oferta/gdansk-wrzeszcz-kawalerka-z-duzym-balkonem-ID4h5mL","gdansk","2022-06-08"
"1:354","38 m²","pelna wlasnosc","1 ","zapytaj","3/3","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013","blok",NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"360 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-w-nowym-budownictwie-ID4fWcR","gdansk","2022-03-21"
"1:355","22 m²","pelna wlasnosc","1 ","zapytaj","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"275 000 zl","https://www.otodom.pl/pl/oferta/pawilon-handlowy-mikro-kawalerka-chelm-ID4b4G4","gdansk",NA
"1:356","27,43 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"425 000 zl","https://www.otodom.pl/pl/oferta/gotowa-kameralna-inwestycja-wyspa-sobieszewska-ID4hayY","gdansk",NA
"1:357","30 m²","zapytaj","1 ","do remontu","7/11","balkon","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"piwnica",NA,"390 000 zl","https://www.otodom.pl/pl/oferta/gdansk-przymorze-kawalerka-ID4haw4","gdansk",NA
"1:358","35,4 m²","pelna wlasnosc","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","cegla","321 500 zl","https://www.otodom.pl/pl/oferta/rabaty-gotowe-na-wakacje-pod-inwestycje-park-bus-ID4h6lk","gdansk",NA
"1:359","31,18 m²","pelna wlasnosc","2 ","do zamieszkania","7/17","balkon","280 zl","zapytaj","FilmWirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka","pom. uzytkowe",NA,"569 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-albatrossie-z-duzym-tarasem-przymorze-ID4fzND","gdansk",NA
"1:360","30,73 m²","zapytaj","2 ","do zamieszkania","1/17","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2021",NA,NA,"nie",NA,NA,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka","pom. uzytkowe",NA,"460 950 zl","https://www.otodom.pl/pl/oferta/nowe-swiezo-wykonczone-2-pokoje-blisko-morza-ID4gUsJ","gdansk","2022-05-19"
"1:361","22 m²","zapytaj","1 ","do zamieszkania","1/4","zapytaj","159 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie","telewizja kablowa, internet, telefon",NA,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","319 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-500-m-od-morza-ID4hagY","gdansk",NA
"1:362","28,37 m²","zapytaj","1 ","zapytaj","parter/1","ogródek","90 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"275 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-nowa-inwestycja-ID4hagf","gdansk","2023-06-01"
"1:363","31,18 m²","zapytaj","2 ","do zamieszkania","7/17","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec","plastikowe","tak","internet",NA,"meble","pom. uzytkowe",NA,"569 000 zl","https://www.otodom.pl/pl/oferta/swietna-inwestycja-2-pokoje-blisko-morza-ID4hadk","gdansk",NA
"1:364","33,2 m²","pelna wlasnosc","1 ","zapytaj","parter/3","ogródek","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2009","blok",NA,"nie","internet","teren zamkniety, domofon / wideofon","meble","piwnica, pom. uzytkowe",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-od-zaraz-ID4hacM","gdansk","2022-06-14"
"1:365","35,8 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","cegla","394 500 zl","https://www.otodom.pl/pl/oferta/ostatnie-z-ogrodkiem-gotowe-za-2mc-wysoki-standard-ID4habE","gdansk",NA
"1:366","35,97 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"431 600 zl","https://www.otodom.pl/pl/oferta/okna-na-starodrzew-i-ogrody-blisko-sauny-ID4ha7l","gdansk",NA
"1:367","35,77 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4gIQj","gdansk",NA
"1:368","35,96 m²","zapytaj","2 ","zapytaj","2/4","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"339 000 zl","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-z-szybkim-odbiorem-ID4ha74","gdansk","2022-12-22"
"1:369","22,61 m²","pelna wlasnosc","1 ","do zamieszkania","1/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"nie","internet, telefon","system alarmowy, teren zamkniety, monitoring / ochrona","meble",NA,NA,"554 115 zl","https://www.otodom.pl/pl/oferta/inwestycja-w-niepowtarzalnej-lokalizacji-z-marina-ID4ha4m","gdansk",NA
"1:370","38 m²","zapytaj","2 ","do zamieszkania","7/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"meble","piwnica",NA,"400 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-blisko-morza-ID4ha3c","gdansk","2022-06-13"
"1:371","33,9 m²","zapytaj","2 ","zapytaj","9/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1974",NA,NA,"nie",NA,NA,NA,NA,NA,"479 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-mieszkanie-blisko-morza-ID4h9VH","gdansk","2022-06-20"
"1:372","30,95 m²","zapytaj","2 ","zapytaj","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"306 932 zl","https://www.otodom.pl/pl/oferta/przedsprzedaz-2-pokoje-w-gdansku-ID4h9UW","gdansk","2024-01-04"
